id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
264,4.811845906263748e-06,1.760115921891947e-07,1.6543526227713215e-09,6.472293601418155e-05,1.3294492761970334e-06,8.86980559895186e-09,4.710588465991992e-07,2.953235482560724e-05,1.5102637479124649e-05,1.733214867739998e-07,9.839126949463638e-05,0.0024321677958273995,0.00021923024983322035,0.00018033906796419954,8.272356840744084e-06,7.913627139211971e-07,7.172310165864854e-08,5.193566582601941e-05,0.00023216850805892863,8.72410677394253e-09,0.00010046830040277716,1.9897935043151195e-09,2.8283257142188663e-05,3.7765144029152836e-08,2.4514659426189516e-06,3.374981467951201e-07,8.803902453561427e-07,3.3906307421826605e-10,2.9363766410318237e-06,3.7484388585479277e-07,8.754494771451328e-08,1.1269068094003046e-08,2.423181213367008e-07,3.70196844773264e-05,1.475821750895033e-10,5.375356324463304e-05,7.110821281502218e-10,3.101532736950103e-11,4.140881699204821e-09,3.2974391978827194e-12,8.67107909112136e-12,2.994767629226145e-08,2.9214325627262353e-10,2.2612498025626357e-08,6.065191402189359e-07,1.1549546026340237e-09,0.0001658227154666323,7.126308608557971e-11,3.750049079723094e-05,0.0017996841745847487,8.832397880964265e-13,1.2790623641908463e-07,0.00024581860489572425,8.730725323027503e-05,7.4007045590481e-07,2.1915807305907823e-06,2.6855256440135083e-07,9.385408620097265e-11,2.3357222121587015e-09,2.083003593530078e-09,2.2481572380515064e-06,1.866700343019182e-08,0.00044996289397515723,2.560325785062287e-09,6.648194145606451e-07,2.593701995558254e-05,2.6920854874047606e-06,7.706879869682897e-10,2.2901368418476018e-08,1.0280720716331764e-07,1.540216995224813e-05,9.205761020156964e-07,2.772216771837643e-10,4.846334075795637e-08,4.206078608917137e-05,8.125145672920989e-06,1.15475609553356e-11,1.0124128956188665e-07,2.9641307398348354e-08,0.00029724234101203976,7.243814658185448e-05,6.613351933895478e-09,1.1630625274649424e-12,2.654005447235594e-08,1.1676612153340007e-08,3.061623714899568e-08,9.708458685209163e-06,4.3522675672002106e-11,5.904427648179409e-07,7.699479002568968e-07,3.158698335350242e-08,0.009816487271938857,0.000983477115763424,0.9823435604467711,7.370499652707044e-08,8.522153562057569e-07,9.733001678927126e-10,1.3088185738422462e-06,1.831707099465239e-05
266,9.871751314332338e-08,1.651861490619423e-06,0.00037036818339696687,5.971771715903693e-06,6.656030988787468e-07,6.660325498073345e-06,9.376983503616318e-05,2.9172336523159516e-07,7.531737471844785e-08,1.6540005697505714e-07,2.7313106241379296e-06,8.732102905110973e-08,6.942943929673364e-08,5.7325132419622e-07,8.204305621651457e-07,3.388207331214204e-05,3.588527805930108e-08,1.3935026458188795e-06,3.655450854733017e-07,4.3903235472374966e-05,1.1572999936725845e-07,4.006745935629296e-05,0.00024848844402561185,1.4006597894758403e-05,1.6130004250315567e-05,0.0002912819057732673,2.119027727696653e-06,2.6565361779532527e-05,8.97238338923451e-06,9.272203653293165e-06,0.004518268916405344,1.5415187030544105e-05,2.5282932447853403e-05,4.147878184284606e-05,0.0006771174693043247,4.1698796017046177e-07,3.863087061332407e-05,2.1292368957200016e-05,3.022131213928339e-06,1.5594289958314671e-06,0.0005813697908587787,2.152002200260074e-09,2.1487289586262314e-05,2.6593382781580807e-06,5.423133192077812e-06,3.6989313006628248e-06,5.663313410420797e-08,4.184215143065427e-06,3.2734692269884466e-10,1.8169761192594032e-07,2.3863756006626183e-06,2.779522867789583e-07,3.612796101196385e-06,7.951001087518223e-09,5.333183547832973e-07,1.8225391806965766e-06,5.728390041562748e-08,0.000311379617011825,7.284731480741854e-08,2.577605395362391e-06,6.3897445193309945e-06,5.558712084544328e-05,1.2236793225445617e-05,1.7711048960170224e-06,5.467157020919667e-09,8.936811459091616e-06,1.4219295451102948e-05,0.9886312472115919,3.3800753346483775e-05,9.204790575121588e-06,0.00022208064716940253,3.5945660131843975e-06,0.0018786131519793238,0.000764291063674463,2.4987846684140724e-10,3.901405218568461e-08,9.898127030362387e-07,1.232854546326884e-05,6.933880496974001e-07,1.9090906051462453e-05,7.940419099810647e-09,3.930147282818213e-06,7.1959644175230515e-06,2.3949000130190246e-08,8.542012037416046e-07,5.250071008466951e-07,4.768114931592726e-06,0.0006529850698059649,2.6147143662996146e-06,6.299700646931621e-07,7.297606339285766e-06,1.1073840476547128e-07,2.5051997448334597e-07,1.770559547334767e-08,1.9554545269257212e-07,2.4888724909807517e-07,0.0001229419664588164,2.680983629332659e-07,1.5136704926433309e-05
271,1.7585581304539322e-09,3.3813014114953457e-07,6.1652290447355115e-06,3.448131612735961e-06,5.5138374616116976e-08,1.4448752639606362e-07,1.7978144756280896e-05,3.026575113544078e-08,2.47372921727778e-09,6.3437187129572815e-09,2.8048910743426806e-07,3.87790758404202e-08,4.157786347556757e-09,3.72994407321039e-08,1.647632880880461e-08,1.8043624239929566e-06,4.3511124810731123e-10,1.2375836733319242e-07,2.0589838808942123e-08,1.4916353310044854e-06,3.339795326136508e-08,3.520024884864477e-05,1.5708508062127064e-05,9.797234878724483e-07,1.7560830008978824e-06,1.7657846557754538e-06,2.8004276932398686e-09,1.1369688554906958e-07,3.5821917252206476e-05,8.22409465380048e-05,0.9988461520531542,1.1062093194602035e-07,4.828370455759674e-05,1.3765166939461387e-06,0.0001412655748202974,5.070674756631677e-08,8.407767871988712e-06,5.949456147120445e-07,1.009899574216846e-08,7.226908918318651e-07,1.2264337572919123e-05,6.951744287785101e-11,7.730559544955462e-07,1.4136849843069095e-07,1.5467543145559975e-08,4.2613427161980297e-07,1.3471957406762891e-08,1.3519907013153062e-08,3.046522831609036e-11,7.584602383382604e-09,8.862231618638111e-07,1.7514812519908732e-07,2.0967347652441297e-06,4.077878145065489e-09,8.786204794917036e-09,2.2756231483032148e-08,6.0252619896439115e-09,2.8417170360666537e-06,1.4557129595068913e-09,1.5584757411529387e-10,2.803022060387514e-07,1.4969701486944885e-07,1.9056940931611121e-06,5.017978879320544e-09,6.642482847604007e-09,1.3065333568275244e-07,2.4732445416653306e-07,0.0006469058554629319,2.7801163002069743e-06,3.1765054253023616e-07,1.774614145479174e-07,1.2569632838222497e-08,1.6472187516848667e-07,7.005826602880415e-06,1.2476676595262935e-11,4.994306220179588e-10,2.4825202766530913e-08,2.8605000225257475e-07,7.783260837173312e-10,5.4368821843713165e-06,7.957949286496442e-09,9.630243854079274e-06,4.789231991166756e-09,1.980794440672912e-09,1.3433607364052941e-08,1.0257423289211515e-08,1.499831268297401e-07,4.2636368001852056e-07,1.9008092987973085e-08,1.548514837239916e-08,5.078452681179816e-07,2.5349188304521703e-08,5.372802966688498e-08,6.3317064947584e-09,4.461841509415831e-08,8.141521288539735e-10,9.935368036729421e-07,8.884057635417714e-09,4.99568145186298e-05
272,0.00016413053175559915,6.427647580917793e-06,8.453238203774249e-08,2.6610057300394546e-06,1.1897517259597915e-05,9.626157136827421e-08,1.3462601221799238e-05,4.191832083161582e-05,0.9988520747643042,1.7376926904404087e-06,2.4561148776958595e-05,3.479996411774871e-05,7.731898657545772e-05,7.651735311258078e-07,0.00010274289113314017,2.4057131025193837e-06,0.00037912716045967256,3.5743660277069855e-06,2.1054351712528876e-06,3.5902706830565808e-06,1.9259686521167988e-05,2.6511741686837267e-09,4.670805001770665e-08,3.196372124173328e-09,1.3418363403021072e-08,3.567034133663962e-07,8.379010204875896e-06,3.5991415293972356e-09,8.022303259825927e-09,7.472881594406768e-10,1.419492845716899e-09,7.108897155007287e-08,1.1746276073156528e-06,4.240249568086294e-06,3.451313951383137e-09,1.2498462809720738e-05,1.5885780329884807e-08,1.746714978971863e-08,1.8075898118193412e-08,1.6684486582466377e-08,1.0634387762609414e-08,7.005925927745221e-07,1.1839167819718437e-08,1.0724364020856775e-07,2.533514629752423e-06,1.2981103246475566e-09,3.273284338772575e-08,6.750817653234054e-08,1.7177929763109107e-06,1.0466231759461707e-05,5.774209475282195e-09,1.0157671190134761e-08,9.9493753794728e-08,5.098419003903772e-07,3.513151891646327e-07,1.9971347026188583e-07,8.186380971452034e-08,2.290305868393138e-09,6.329275391603066e-08,1.7547388652042245e-07,3.777401967162066e-07,6.022426252883054e-09,2.7972109985837835e-07,1.0104170019704509e-07,1.930748830385112e-07,8.0491387039664e-07,1.2692094314320236e-08,2.366447655631731e-10,4.097522797629881e-09,1.0179605998674126e-07,5.512437373597937e-08,3.021846271417616e-08,1.3326447741838283e-08,7.165206448414302e-07,6.104838350493371e-06,4.92472837507743e-07,4.076919501774905e-10,5.266067280574734e-07,7.2698304359851915e-06,3.437520657424606e-07,6.292630505013742e-07,3.747737918266262e-09,6.324901826315293e-08,9.062492957931395e-07,8.96263730855052e-06,4.163075935197628e-07,1.4031690947101402e-07,4.174387844682817e-09,1.2065734055557966e-08,2.6006628006407163e-05,1.159484940057364e-06,1.0523624903357781e-05,7.867157082373253e-07,7.442882544194915e-05,5.190148329646371e-05,1.6840981240426607e-05,1.4695984956821423e-10,2.1382946755267723e-08,9.965349323577221e-07
274,3.1419645094409767e-17,1.091709586451925e-14,8.78219453716114e-18,2.3860021431602532e-17,4.056023690435511e-12,5.523694118430132e-10,6.694637374574851e-18,8.287622562660528e-13,9.22637146394376e-18,5.943842657472562e-12,1.0345574489746462e-10,1.2739268199051895e-14,5.434281237968398e-16,3.601606651927602e-09,4.867797823973887e-11,4.725216018999367e-10,1.538611909277621e-10,1.2056805981448149e-17,1.1473514743168416e-10,2.5524007253044734e-16,5.467624243088453e-15,1.4455606764380052e-09,1.3549945850819942e-07,5.807355853797837e-13,7.776321571632296e-14,3.1872280365540395e-09,1.6149693058391682e-07,1.5755259411320747e-12,3.040123765458974e-10,1.2603280513281175e-11,9.824343506477715e-19,5.744425604802199e-12,1.4563626703693196e-13,2.0820634122500615e-10,9.618171144400767e-18,2.089752100066465e-09,3.0646065516332373e-15,4.494135255200097e-20,1.1378473851195826e-12,4.711334319924113e-18,7.440903230955476e-19,1.6792903852889007e-17,5.191272086016675e-13,1.0700384606300856e-16,2.448290831977615e-13,6.517678959650247e-19,2.3076235324886582e-07,3.1156101925057085e-19,4.7090074119393126e-17,3.3299855533146155e-09,4.997310946503077e-18,3.480804360707863e-10,2.498381335275374e-14,2.941229595303107e-11,3.023129879310455e-10,2.3598859092153224e-12,1.0771413409988372e-06,2.0246957070818934e-15,5.751252027602834e-23,8.235593241187034e-18,4.82050919872221e-15,1.3702277691915172e-12,2.963594584912916e-09,3.5170518361125927e-13,4.275174510172837e-09,3.922189320671923e-10,3.60895294077107e-08,4.440838363655357e-14,2.47602692800276e-15,5.92354592641358e-12,1.7520421989595533e-08,8.305328075108557e-11,8.824186941863874e-09,1.7411876384300618e-12,1.0976633575554581e-07,1.832830611175758e-09,4.996252116487356e-19,1.700325737785297e-08,2.9198955445770826e-08,1.282459260732274e-14,4.662881218076774e-10,1.532657082763461e-21,4.1644438180944397e-19,3.7143705655193726e-10,3.5392098564716632e-15,2.4840852568944928e-21,8.979076913297837e-16,6.361670224913396e-14,0.9999981496068795,4.514123524396747e-18,2.0539761773227733e-18,5.547952341226236e-13,4.359780275396811e-12,5.176837478756103e-12,2.9525654580782802e-21,4.000209074846988e-16,9.558913277019969e-17,3.5837612472753334e-10,1.0933951801742624e-13
276,1.7421585737723127e-09,9.997459500495896e-10,3.1763629985657334e-09,8.763036347772088e-06,5.638411377884e-10,2.4146253236586597e-10,5.9797537834179864e-09,3.2877472062134237e-09,3.6022715447959897e-12,1.2729542845825585e-09,8.624779044941408e-10,3.456519721011484e-10,5.016936076346763e-10,4.6195747389403294e-10,1.5758068535563094e-10,2.7913572347496744e-10,4.037908718026065e-09,3.1777346916704973e-10,3.173843627432404e-08,4.319330028470391e-12,1.3371801429721308e-08,1.1728619855758054e-10,1.9629424569216098e-09,8.596364522116834e-10,6.864679369069059e-10,1.015011905272996e-05,2.8859787940534052e-11,8.883228859501897e-10,9.153503707907408e-09,5.190112065646891e-12,1.4301448719418979e-09,3.758616721488424e-09,2.690723214528758e-10,8.668120233076449e-10,2.1529261929202516e-11,2.0155319708337308e-10,6.621422294434303e-08,2.6295647929037424e-10,1.3601653265414273e-09,4.7740288008179203e-08,1.2254726583575134e-11,1.4315633554831013e-11,1.0251224984430817e-11,7.336951833214923e-08,5.81520535780442e-09,8.24445643135446e-10,1.0136902744198358e-08,9.044566829288746e-10,9.143860252875624e-09,9.349415247570376e-10,1.3397746603485658e-07,7.118523332675577e-10,6.643553713213102e-07,1.089811660962493e-07,1.6421812375531802e-10,5.138339797942648e-13,6.405733159989985e-09,2.608700007126263e-10,7.914163264259451e-09,2.8671972648053205e-09,0.9999761949950241,2.7556722208672146e-11,1.1931696717636226e-07,7.348296322011232e-12,3.146485546545853e-13,4.807003893651119e-08,2.1548873411686804e-09,1.0367019774315692e-10,3.042715190674391e-12,2.2292910766122906e-09,1.455262644508576e-10,9.408227975999545e-09,1.3012250719867619e-11,9.732323305611652e-11,2.257284680833992e-09,4.6345859275998e-09,3.343436583880814e-09,6.820218864575278e-07,9.081126915468186e-12,1.4479786610302826e-06,1.546723912044351e-11,2.2373791455674995e-09,9.6104546301436e-13,5.347827246625018e-12,4.901299909019942e-10,2.1771647629803673e-08,1.4541948020342887e-07,4.102336431947085e-08,2.1138737267288786e-11,4.4870920127239026e-10,1.003879021139904e-10,9.711654179502896e-10,5.546688999663445e-10,9.420922282371052e-10,4.2411829387499873e-10,6.56994076071243e-10,3.8344077579962126e-08,6.320981906000925e-12,1.0846153427278505e-06
277,4.211897662894088e-09,1.8827897462737347e-06,6.16047440341744e-05,1.2985605940541812e-05,1.7644842657762715e-09,4.860804395946813e-07,3.142426461120539e-07,5.472473055159666e-10,2.7282082283630846e-10,5.140541509971958e-10,3.119871944503197e-10,1.9280390577569634e-10,6.008777152025521e-08,2.6509545729039647e-12,1.893816128727034e-09,2.1576673199753795e-07,1.0538399416224667e-09,5.047115880205254e-09,7.724145537374089e-10,8.342179284227529e-07,3.741177928803063e-09,6.638665125459892e-08,1.541715528310385e-09,1.663846766184191e-10,1.6807115908325614e-08,2.552711912832253e-07,5.335220986759639e-06,1.4739629453380994e-07,1.781501228555348e-08,2.2545313069165215e-11,4.471319289405032e-08,4.125071037395511e-10,7.959390616942762e-09,8.42365412315758e-11,1.6653701057095835e-07,6.436027541529833e-11,1.7410803571339414e-05,1.2973526481883567e-06,2.538940967649297e-06,2.1953852220489926e-07,2.9149156030166923e-06,9.519943548911296e-07,2.794490531195606e-07,6.316158226254825e-07,2.1321888343027697e-10,4.892377681755897e-07,9.597150028691266e-12,7.898810798827245e-06,1.1805869853299002e-08,1.0427727359366402e-10,0.0006763745302229162,3.391552273404235e-10,4.1050371744293565e-10,2.0475519203705735e-09,3.969556029527109e-08,3.087200245896902e-08,1.0163938558430762e-07,4.586760631621576e-06,9.308817819061709e-07,9.514346968506553e-07,2.4608174549654783e-07,1.6701545161275053e-08,1.9670255927672657e-09,1.2657917267038303e-05,2.808095045022642e-13,3.5695266284447456e-08,5.620809083866023e-10,2.3068923677693497e-06,1.0462614215772348e-08,4.054153673121269e-07,1.513743180406115e-09,5.837722021236149e-08,9.608161329229958e-08,9.364647195033713e-07,1.9488791555833315e-13,5.613800697181503e-10,0.001047031635542473,3.943876954666142e-08,2.939732560460221e-10,9.024375249029037e-08,3.2531782727002035e-12,1.2058575186518068e-09,1.3358124808813864e-06,1.4348118900783584e-10,5.506807465801179e-08,6.726155213066622e-05,4.8343388029105835e-08,0.9980559526752507,5.6803467454420495e-11,1.164829478377752e-07,6.9855749443248385e-09,2.73111337024767e-10,2.066242740266138e-12,2.002459214503133e-13,7.355161009248733e-06,8.943111273431028e-08,1.5928085464142128e-06,3.066946227217074e-09,1.1695758449791082e-07
279,5.500171024142411e-09,2.92802201028676e-07,1.7183156273941121e-06,7.060733328396692e-07,1.407850061260325e-07,1.6902212635041377e-07,0.9997660086701328,1.051077722165007e-07,4.72864031790943e-05,7.285512578357574e-07,2.7077466970897677e-10,1.4039943628741623e-08,9.418329966344749e-09,1.2475151790090105e-08,6.621525200226736e-08,1.0138383483176688e-06,3.314798504165117e-10,3.49979075295069e-06,1.7992485616993304e-09,9.0649152209656e-06,5.48859967379715e-07,2.761862562031087e-11,3.074854421769302e-07,3.903110584478066e-09,1.5958312863862708e-08,6.650147526393174e-07,3.822131895527781e-08,5.0538701489857015e-08,4.449427180027853e-09,4.411926540880257e-09,2.0988423724846596e-07,2.0840180907225975e-06,4.6282327771634327e-07,1.1489647916540833e-06,1.1793963292600245e-07,1.190802419679366e-08,5.757172082738098e-06,1.1609670847341233e-06,6.6043746083545145e-09,1.2617999337181973e-06,6.401481046203894e-06,2.767808240022184e-09,3.765574594148545e-09,2.6400351960083667e-07,1.0823729899291758e-07,1.5654949999127165e-05,4.163359521973606e-10,1.6864716746121696e-05,8.535471293329421e-10,6.642368331008149e-11,7.134930496647047e-06,5.30549212198153e-09,4.475631923970966e-07,9.1726417531739e-10,3.1635495025273513e-09,1.336663128815502e-09,2.0392997492919587e-12,8.068624956732402e-07,1.5033446541928557e-06,1.5802369446647604e-07,4.294839918949773e-06,4.431856157057993e-09,3.469729759815818e-08,4.343994360802247e-08,9.272523123434545e-12,1.2360431622853686e-07,4.1601975445272984e-09,9.192694496637353e-08,1.0095958521560604e-09,7.695536041887101e-08,1.6494105924546892e-09,1.0424459856758759e-09,5.986289611768937e-09,9.080525494825789e-08,2.815892180107021e-11,2.1813348643740968e-10,3.1243660298102634e-08,6.918824766640948e-08,1.618583337525802e-06,3.2037433879758043e-06,5.260016077509479e-07,9.396191879143669e-07,9.171132499272536e-05,4.2298024016868535e-10,2.406431134073931e-06,8.533450201058387e-08,2.6474568052400855e-09,2.992041107372979e-08,1.882061754303746e-11,1.8554983974760088e-07,5.918373432419488e-08,2.279204883328444e-09,8.106759139767785e-08,3.2023720402990435e-09,1.0708748694837235e-07,1.994026183617081e-08,4.660361291768181e-08,4.3997435823604804e-11,2.777251573431545e-08
281,1.16642451290033e-09,7.66695731786787e-08,1.2891479010687605e-05,3.2463369888917055e-06,1.3605419416401176e-08,1.7635474591137608e-07,6.106096128908816e-06,1.8099273422715988e-09,3.175348174317408e-10,2.837453162243878e-09,5.505197782330724e-11,1.113106707158203e-09,8.254018859379879e-10,3.557441459551915e-10,1.2829256493294853e-08,1.2823847481600318e-06,1.704014885324558e-09,3.539096311912145e-06,3.5816749527699955e-10,1.2767823971671166e-06,2.369271709609729e-09,1.5894796015514962e-06,1.6074628054699758e-07,8.168244853675697e-08,1.11820517359466e-07,2.5989648831558293e-06,2.1630785455200225e-08,0.00012240770763412924,3.0882975089508397e-09,7.205960297634868e-08,1.0121591586181777e-05,1.3996686641053029e-06,8.356257198768067e-07,6.196752078310565e-09,1.658343499984264e-05,9.324403247110307e-10,9.906382847424957e-05,2.4609526868558392e-05,5.728985158920522e-06,4.6909890908057174e-05,0.0001126557709719334,3.634503488128189e-08,8.225423796137293e-07,6.131028817095831e-07,2.483440118307824e-06,2.6568372849952267e-06,3.4681032513103266e-11,2.6346387674810604e-06,2.0556842596677223e-12,5.477486354691902e-10,7.234097195528019e-06,7.167988082914643e-09,5.096200420549158e-08,7.805654471331743e-13,1.2156309845948327e-09,6.240716215787815e-10,2.171251442446924e-11,0.9992896701109545,3.466459766956545e-05,2.4532842838908993e-07,6.42841359573884e-07,3.7192301939852075e-08,3.3278211359711087e-06,2.246341774828565e-07,4.646175947527458e-12,8.771706065055983e-09,7.355583176897329e-08,9.658069846550696e-05,2.5787734643187313e-07,3.1549115612796925e-08,9.9256693082229e-10,9.036252615853989e-09,1.016340694564832e-06,1.3754826914478109e-05,7.4716376966085e-13,1.837055854891573e-10,3.4551177725938123e-06,3.7392047057651593e-06,1.3273723002532743e-09,2.2287034064400966e-07,2.6504758483078864e-12,2.478530192638854e-07,7.415665010744511e-06,4.046598159267567e-09,1.4757357694367635e-07,8.916016158281958e-08,5.021803282831098e-09,1.7910157946593917e-05,1.0614492900714512e-08,2.6917742795247473e-06,1.0970951546334872e-07,5.489119459996485e-10,7.303946977613306e-10,2.5722030237691585e-12,1.5340060523957655e-07,2.8488647651012716e-07,3.280411188802287e-05,1.674024648605284e-08,4.356027638232084e-09
284,6.1593944764632944e-09,7.993172261158218e-09,3.409203563364377e-05,6.602914574134315e-08,6.056728005468402e-09,3.870553624304378e-08,6.399997348955694e-08,2.519760477968302e-11,3.9802341052001266e-08,3.458820248863105e-10,2.307572784189843e-09,1.7874427650365815e-11,2.103342267922382e-11,3.579571562562962e-11,6.84486416562604e-11,8.339486303754037e-09,1.0738289545909385e-09,6.131647960985145e-08,8.796732439208665e-12,5.0676528553465714e-08,4.4370698503050675e-10,5.118076402645999e-08,3.732723909782554e-09,1.115833765255871e-07,1.267014567092628e-08,1.899053925221087e-05,1.370168298901182e-10,6.39692494645617e-06,1.4855329969176933e-09,1.4206835813025918e-08,1.2264978606233048e-07,3.188359836741162e-05,5.6929553729602995e-09,7.05052218125312e-07,0.9997028549653166,3.288098911674767e-09,2.6662303653040364e-08,2.9222619668666476e-07,9.965690645922438e-09,0.00010024436130241138,1.5045769644882286e-06,7.202369127155922e-10,1.0397516657381757e-06,1.1557283704898202e-09,1.7775310712514796e-08,2.5828420116600814e-09,8.778046896534197e-11,1.4096652152739544e-08,2.2520977669629968e-14,1.0994097735391658e-10,3.020331157320246e-08,2.5664361519893025e-09,3.506898031510341e-10,1.3341079834275648e-12,1.937642450731427e-09,8.079724036833152e-10,4.7490397307876304e-12,3.0561871121251076e-07,1.0016872159591815e-08,3.215103992521382e-07,7.854343848143539e-09,5.430253067301829e-07,3.188472799083384e-09,4.9553690657794816e-11,7.829243581681788e-12,1.7720576811332233e-08,5.826365279313276e-07,4.0264257673666136e-08,2.396023645828745e-09,3.442592853537566e-09,1.513761421287847e-08,1.3557478199224198e-11,9.842201885075142e-05,1.5662542413709115e-08,1.6785702825822228e-11,2.178353657477044e-11,1.1444975481495847e-10,7.120906257229653e-10,1.0497913115697456e-09,4.5130830390900606e-09,7.536284661846776e-13,3.2354875777968075e-07,1.4275808207274998e-09,5.720193140247773e-10,5.414177458962958e-07,7.76160523609282e-10,2.2471237576481212e-10,1.3793182970042835e-09,2.1269052014700283e-09,1.0967574252232404e-09,2.4734015353222463e-08,4.646332525308291e-11,1.0450357082029389e-10,1.7540598414294843e-12,6.085325722573828e-11,3.946315620093639e-11,9.965746246680637e-09,1.4159818439083827e-09,9.538242525171164e-10
285,1.3099124412641401e-05,2.7264235583716242e-06,0.0021165550796412923,3.7391601473676354e-05,6.12892333402871e-08,6.466479746609818e-07,8.547269551445544e-06,1.4729589351304534e-08,3.01451567724008e-08,1.4822111801788745e-07,3.0216283227020806e-05,9.08980221360314e-09,1.0972143777742352e-08,2.9631521620802833e-09,1.3242620174311436e-08,8.493673004213924e-08,1.6332909539117926e-07,8.139603501937592e-07,1.1169008452708486e-07,1.2871858867182983e-05,3.5259541095310735e-07,7.682645830694644e-06,9.897695980916662e-07,1.6339191887747447e-07,5.815235794577733e-06,5.139699553916919e-07,5.841840086785238e-08,0.002348052239071819,8.471437812479236e-07,1.2738598731825375e-05,0.0024625570426643453,5.928269179722496e-06,3.3286438958358804e-05,1.7692411017677e-05,0.9561545204524181,1.6610094601553445e-07,2.4429637121668174e-06,1.3596680748156694e-05,5.4004185639615835e-08,3.598714634470224e-06,0.0017632400553986112,8.140988586562884e-09,0.00019138543383291837,1.6790577435825938e-06,8.880988213277963e-05,4.67543365143106e-07,7.655649027946004e-09,6.457806589183521e-07,3.194979507957449e-11,8.222710972500888e-08,8.903730799976959e-07,1.0228041133468907e-05,5.732952342269718e-09,1.0136046021304834e-09,4.732998001972738e-07,9.66732091482602e-07,4.057339482160365e-09,7.233815174515834e-07,2.0895209550071094e-05,1.4548388237928636e-06,5.094836888871114e-06,0.0026250547144950447,1.3026084773999737e-07,6.432671865416516e-08,7.269497572687187e-08,1.538751409949579e-06,5.62439882647881e-06,0.00019822307600030956,0.0009898185724542617,5.113688754148517e-05,1.6827359105561432e-07,9.681755762626069e-08,7.42096715203374e-05,9.527059837369559e-05,2.038661349990435e-10,1.6441959063876288e-07,3.153565515030448e-06,1.457969161926495e-07,2.3614831622632448e-08,9.721769295964158e-07,1.1908034759011667e-09,0.0033777511674184585,5.3637467226096976e-06,1.1756927950707483e-08,4.7609591288098836e-06,1.6436662216449796e-06,3.079740937431581e-07,1.3220895245023262e-06,1.6526509198477712e-08,1.6234113764005875e-06,0.02716065031000306,1.730631779896668e-08,4.073032329318571e-08,3.5624620719611154e-09,1.1981919126437915e-07,2.0195242504632532e-08,1.5909652921285468e-05,3.4869481625497175e-08,2.892973016757715e-06
